fullname,city,yearspracticing,proc,pharmadollars,services_count,score,test,last
VINCENT C. GUTIERREZ,SAN JOSE,13,Therapeutic exercises,,519,16,58,GUTIERREZ
CAROL S. LOBITZ-STEARNS,MOUNTAIN VIEW,34,Therapeutic exercises,,4478,16,58,LOBITZ-STEARNS
WAYNE BROBERG,SAN JOSE,13,Therapeutic exercises,,1585,16,58,BROBERG
NANCY CHAN,PALO ALTO,,Therapeutic exercises,,708,16,58,CHAN
CORTLEY C. FRITTER,GILROY,39,Therapeutic exercises,,3292,16,58,FRITTER
PAUL T. JOHNSON,SANTA ROSA,30,Therapeutic exercises,,693,16,58,JOHNSON
MICHAEL S. FRANCISCO,CALISTOGA,,Therapeutic exercises,,435,16,58,FRANCISCO
JOYCE A. GLICK,SAN FRANCISCO,,Therapeutic exercises,,234,16,58,GLICK
DENISE A. VETTER,SUNNYVALE,30,Therapeutic exercises,,195,17,69,VETTER
MYRON DANG,WALNUT CREEK,,Therapeutic exercises,,262,17,69,DANG
RANDEL M. BLOCK,ANTIOCH,,Therapeutic exercises,,192,17,69,BLOCK
PETRA A. EGGERT,CUPERTINO,19,Therapeutic exercises,,321,17,69,EGGERT
CHERISHA H. KORADIA,MOUNTAIN VIEW,9,Therapeutic exercises,,233,17,69,KORADIA
LILLY M. WEISSINGER,SAN JOSE,24,Therapeutic exercises,,234,17,69,WEISSINGER
SWETA K. DOSHI,MILPITAS,5,Therapeutic exercises,,250,17,69,DOSHI
LISA S. IACOVELLI,MILL VALLEY,28,Therapeutic exercises,,294,17,69,IACOVELLI
MARK SNYDER,PLEASANTON,36,Therapeutic exercises,,416,17,69,SNYDER
KEVIN R. VANDI,LOS GATOS,6,Therapeutic exercises,,814,17,69,VANDI
KATHRYN E. BARRY,NOVATO,,Therapeutic exercises,,274,17,69,BARRY
CHIU WING PONG,SAN JOSE,14,Therapeutic exercises,,250,17,69,PONG
LORI M. LEONARD,LOS GATOS,23,Therapeutic exercises,,359,17,69,LEONARD
TIFFANY M. JONES,SAN JOSE,,Therapeutic exercises,,884,17,69,JONES
SIMON GIBSON,OAKLAND,34,Therapeutic exercises,,1325,17,69,GIBSON
GEETA NASIKA,LOS ALTOS,9,Therapeutic exercises,,195,17,69,NASIKA
MIKE MARSH,SAN LEANDRO,25,Therapeutic exercises,,375,17,69,MARSH
ALISON TABA,OAKLAND,9,Therapeutic exercises,,543,17,69,TABA
TOMOKO KIOKA,MOUNTAIN VIEW,19,Therapeutic exercises,,878,17,69,KIOKA
RACHEL RUTKOWSKI,VALLEJO,5,Therapeutic exercises,,296,17,69,RUTKOWSKI
KATRINA NG,SAN JOSE,,Therapeutic exercises,,2342,17,69,NG
ALYSSA KEENEY-ROE,SAN RAFAEL,7,Therapeutic exercises,,244,17,69,KEENEY-ROE
JERROD D. PAULO,SAN LEANDRO,,Therapeutic exercises,,461,17,69,PAULO
SANDI CULLINEN,COTATI,34,Therapeutic exercises,,192,17,69,CULLINEN
MAUREEN A. BALDAUF,NEWARK,5,Therapeutic exercises,,855,17,69,BALDAUF
ROBERT M. NOAKES,SAN JOSE,3,Therapeutic exercises,,520,17,69,NOAKES
SHELLY D. MURAY,LAFAYETTE,21,Therapeutic exercises,,260,17,69,MURAY
RADZEWILL GAGALANG,VALLEJO,6,Therapeutic exercises,,1618,18,82,GAGALANG
APARAJITHA GOTTAPU,SANTA CLARA,3,Therapeutic exercises,,553,18,82,GOTTAPU
KELLY MCHUGH,DANVILLE,40,Therapeutic exercises,,1991,18,82,MCHUGH
TODD JONES,SAN JOSE,,Therapeutic exercises,,1257,18,82,JONES
SHARON T. HWANG,MENLO PARK,42,Therapeutic exercises,,907,18,82,HWANG
EVANGELINE A. VENTURA,SUNNYVALE,12,Therapeutic exercises,,345,18,82,VENTURA
BRIAN J. CURTIS,NAPA,31,Therapeutic exercises,,740,18,82,CURTIS
DEBRA ALVARADO,MENLO PARK,20,Therapeutic exercises,,415,18,82,ALVARADO
EMI T. UENAKA,SAN JOSE,,Therapeutic exercises,,680,18,82,UENAKA
JAMES P. LINDENAUER,WALNUT CREEK,21,Therapeutic exercises,,1552,18,82,LINDENAUER
AARON PELTZ,SANTA ROSA,11,Therapeutic exercises,,2114,18,82,PELTZ
PATRICIA M. SCOTT,SAN RAMON,36,Therapeutic exercises,,1842,18,82,SCOTT
JULIE WILLIAMSON,LARKSPUR,16,Therapeutic exercises,,800,18,82,WILLIAMSON
JOSEPH SARSOUR,REDWOOD CITY,3,Therapeutic exercises,,1979,18,82,SARSOUR
JOHN D. STITHEM,SANTA ROSA,30,Therapeutic exercises,,1668,18,82,STITHEM
MEENAL BHANDARKAR,MOUNTAIN VIEW,17,Therapeutic exercises,,464,18,82,BHANDARKAR
MANALI A. DOSHI,MOUNTAIN VIEW,9,Therapeutic exercises,,1083,18,82,DOSHI
ALICIA PEREZ,ALAMEDA,29,Therapeutic exercises,,565,18,82,PEREZ
NORA P. CACANINDIN,SAN FRANCISCO,34,Therapeutic exercises,,607,18,82,CACANINDIN
ROBIN L. SAMAY,SANTA ROSA,26,Therapeutic exercises,,1137,18,82,SAMAY
FRANCE LANTIER,HAYWARD,23,Therapeutic exercises,,1663,18,82,LANTIER
AMY E. GRECZYN,SAN RAMON,,Therapeutic exercises,,864,18,82,GRECZYN
CARLOS ROSA,SAN JOSE,,Therapeutic exercises,,829,18,82,ROSA
STACEY E. ANHEIER,NOVATO,,Therapeutic exercises,,1224,18,82,ANHEIER
SCOTT TURTLE,CASTRO VALLEY,15,Therapeutic exercises,,1259,18,82,TURTLE
LUIS E. ARANEDA,DALY CITY,30,Therapeutic exercises,,1212,18,82,ARANEDA
JOHN R. WALTZ,SAN JOSE,,Therapeutic exercises,,340,18,82,WALTZ
MICHAEL OSTROWSKI,PLEASANTON,17,Therapeutic exercises,,435,18,82,OSTROWSKI
SAMANTHA M. JACOBS,SEBASTOPOL,,Therapeutic exercises,,653,18,82,JACOBS
ELIZABETH T. BEHELER,MENLO PARK,14,Therapeutic exercises,,333,18,82,BEHELER
NICHOLAS R. KEITZER,NOVATO,,Therapeutic exercises,,1343,18,82,KEITZER
OSCAR A. PEREZ,SAN FRANCISCO,,Therapeutic exercises,,349,19,97,PEREZ
RICHARD COMB,SANTA ROSA,39,Therapeutic exercises,,1942,19,97,COMB
DONNA B. EAKIN,SANTA ROSA,32,Therapeutic exercises,,581,19,97,EAKIN
TRUDI H. TRYGG,PALO ALTO,29,Therapeutic exercises,,5750,19,97,TRYGG
ASHWINDER K. WADHAWAN,SAN JOSE,8,Therapeutic exercises,,2569,20,99,WADHAWAN
MARGARET J. ANDERSON,MILL VALLEY,36,Therapeutic exercises,,750,20,99,ANDERSON
ELIZABETH SCARPELLI,SAN FRANCISCO,37,Therapeutic exercises,,207,23,100,SCARPELLI
JAMES S. PLANK,SAN JOSE,27,Therapeutic exercises,,248,27,100,PLANK
DAVID H. BERKELEY,LOS GATOS,44,Tissue exam by pathologist,,14,2,1,BERKELEY
JIANQIU PAN,OAKLAND,30,Tissue exam by pathologist,,16,3,2,PAN
SARVENAZ ZAND,GREENBRAE,9,Tissue exam by pathologist,,21,5,3,ZAND
ASSOCIATED PATHOLOGY MEDICAL GROUP,LOS GATOS,,Tissue exam by pathologist,,28,5,3,GROUP
ANA I. QUIROGA,DALY CITY,17,Tissue exam by pathologist,,22,6,6,QUIROGA
DAWN M. DARBONNE,SAN JOSE,14,Tissue exam by pathologist,,16,8,8,DARBONNE
KIM JEWELL,SOUTH SAN FRANCISCO,13,Tissue exam by pathologist,,49,8,8,JEWELL
ANITA GILLIAM,PALO ALTO,26,Tissue exam by pathologist,,106,9,11,GILLIAM
DEBORAH DAYHOFF,SAN RAFAEL,28,Tissue exam by pathologist,,15,9,11,DAYHOFF
THOMAS T. CHOU,SAN JOSE,,Tissue exam by pathologist,,124,9,11,CHOU
LAWRENCE E. NATHAN,VALLEJO,45,Tissue exam by pathologist,,16,9,11,NATHAN
CHERYL A. TANASOVICH,GREENBRAE,31,Tissue exam by pathologist,,18,10,16,TANASOVICH
KEDAR C. PRASAD,GREENBRAE,17,Tissue exam by pathologist,,79,10,16,PRASAD
BARRY LATNER,CONCORD,30,Tissue exam by pathologist,,23,10,16,LATNER
RICHARD A. RAY,VALLEJO,33,Tissue exam by pathologist,,20,10,16,RAY
DAVID W. SMITH,SAN RAFAEL,32,Tissue exam by pathologist,,21,10,16,SMITH
ELZBIETA JURKA,SAN MATEO,32,Tissue exam by pathologist,,14,10,16,JURKA
JENNY E. MURASE,MOUNTAIN VIEW,11,Tissue exam by pathologist,,164,10,16,MURASE
RUSSELL KERSCHMANN,SAN JOSE,,Tissue exam by pathologist,,29,11,26,KERSCHMANN
WENDY D. WU,SAN JOSE,26,Tissue exam by pathologist,,229,11,26,WU
TIN TIN TUN,MOUNTAIN VIEW,23,Tissue exam by pathologist,,457,11,26,TUN
ONCOMDX,PALO ALTO,,Tissue exam by pathologist,,40,11,26,
JOHN IOCCO,FREMONT,,Tissue exam by pathologist,,127,11,26,IOCCO
NORCAL PATHOLOGY LAB,FREMONT,,Tissue exam by pathologist,,1846,11,26,LAB
JON C. ROSS,SAN FRANCISCO,39,Tissue exam by pathologist,,446,12,35,ROSS
LARRY MATSUMOTO,SAN JOSE,,Tissue exam by pathologist,,19,12,35,MATSUMOTO
PRECISION PATHOLOGY MEDICAL GROUP INC,SAN RAMON,,Tissue exam by pathologist,,2355,12,35,INC
ANNETTE M. SHAIEB,BERKELEY,28,Tissue exam by pathologist,,18,12,35,SHAIEB
EDWARD L. ELLSWORTH,LOS GATOS,51,Tissue exam by pathologist,,166,12,35,ELLSWORTH
JOHN V. COLLIN,MOUNTAIN VIEW,43,Tissue exam by pathologist,,130,13,42,COLLIN
RODERICK SNOW,SAN FRANCISCO,51,Tissue exam by pathologist,,22,13,42,SNOW
ALBERT R. KELLER,OAKLAND,,Tissue exam by pathologist,,30,13,42,KELLER
HISTOPATHOLOGY REFERENCE LABORATORY,HERCULES,,Tissue exam by pathologist,,43,13,42,LABORATORY
BERNARD LARNER,WALNUT CREEK,,Tissue exam by pathologist,,1651,13,42,LARNER
MICHAEL D. LAGIOS,SAN FRANCISCO,,Tissue exam by pathologist,,30,14,49,LAGIOS
JAMES G. COLLINS,SAN LEANDRO,54,Tissue exam by pathologist,,886,14,49,COLLINS
DALE R. WESTROM,SANTA ROSA,34,Tissue exam by pathologist,,28,14,49,WESTROM
HARRIS S. GOODMAN,OAKLAND,23,Tissue exam by pathologist,,29,14,49,GOODMAN
SOURAV RAY,BURLINGAME,12,Tissue exam by pathologist,,90,14,49,RAY
THOMAS M. JACKSON,SAN FRANCISCO,41,Tissue exam by pathologist,,88,14,49,JACKSON
PACIFIC ORAL PATHOLOGY LABORATORY,SAN FRANCISCO,,Tissue exam by pathologist,,418,14,49,LABORATORY
NANCY C. LI,OAKLAND,25,Tissue exam by pathologist,,28,14,49,LI
JEROME S. BURKE,BERKELEY,49,Tissue exam by pathologist,,34,14,49,BURKE
VEENA H KUPPALLI,LOS ALTOS,,Tissue exam by pathologist,,1988,15,62,KUPPALLI
"BORSTING LABORATORIES, INC",NOVATO,,Tissue exam by pathologist,,33941,15,62,INC
IMOK CHA,GREENBRAE,24,Tissue exam by pathologist,,36,15,62,CHA
DAVID R. CARL,GILROY,40,Tissue exam by pathologist,,119,15,62,CARL
MICHELLE M. FIORE,SAN CARLOS,32,Tissue exam by pathologist,,39,15,62,FIORE
KEN R. SCHNEIDER,OAKLAND,15,Tissue exam by pathologist,,48,16,69,SCHNEIDER
KENNETH HADLER,PALO ALTO,33,Tissue exam by pathologist,,54,16,69,HADLER
WERNER J. STAMM,LOS GATOS,,Tissue exam by pathologist,,818,16,69,STAMM
RHODA NOALL,SOUTH SAN FRANCISCO,,Tissue exam by pathologist,,171,16,69,NOALL
CONNIE HO,PALO ALTO,24,Tissue exam by pathologist,,539,16,69,HO
JULIA S. CHAN,LOS GATOS,,Tissue exam by pathologist,,191,17,76,CHAN
CLAUDE O. BURDICK,FREMONT,56,Tissue exam by pathologist,,89,17,76,BURDICK
ELLEN F. KRASIK,SAN FRANCISCO,,Tissue exam by pathologist,,156,17,76,KRASIK
NICHOLAS P. BYRNE,WALNUT CREEK,12,Tissue exam by pathologist,,69,17,76,BYRNE
CARL H. CRITZ,SAN RAMON,35,Tissue exam by pathologist,,93,17,76,CRITZ
LORELLE E. CARLLEY,OAKLAND,16,Tissue exam by pathologist,,221,18,83,CARLLEY
KENNETH A. MILLER,LOS GATOS,,Tissue exam by pathologist,,452,19,85,MILLER
DIANA D. PARNELL,GREENBRAE,49,Tissue exam by pathologist,,261,19,85,PARNELL
"PROST DATA, INC",BURLINGAME,,Tissue exam by pathologist,,3129,19,85,INC
JOSEPH S. WAND,SANTA ROSA,46,Tissue exam by pathologist,,403,19,85,WAND
JOHN WOLFE,SANTA ROSA,34,Tissue exam by pathologist,,175,19,85,WOLFE
GARY W. OLIVER,DALY CITY,21,Tissue exam by pathologist,,2549,20,92,OLIVER
EVAN M. BLOCH,ATHERTON,,Tissue exam by pathologist,,711,20,92,BLOCH
PAUL W. WASSERSTEIN,GREENBRAE,38,Tissue exam by pathologist,,413,20,92,WASSERSTEIN
KAREN L. KELLER,BURLINGAME,20,Tissue exam by pathologist,,527,20,92,KELLER
MARTIN B. MILLER,LOS GATOS,20,Tissue exam by pathologist,,403,20,92,MILLER
PENNINSULA HISTOPATHOLOGY LAB,LOS GATOS,,Tissue exam by pathologist,,4115,20,92,LAB
JAIME O. CORTES,OAKLAND,22,Triamcinolone acet inj NOS,1099,134,1,1,CORTES
STEVEN BARTIS,FREMONT,23,Triamcinolone acet inj NOS,,27,5,3,BARTIS
KEVIN S. FINNESEY,SAN MATEO,,Triamcinolone acet inj NOS,,34,6,5,FINNESEY
JOSEPH F. HAGGERTY,SAN FRANCISCO,43,Triamcinolone acet inj NOS,,25,7,7,HAGGERTY
BRYAN CHO,MOUNTAIN VIEW,12,Triamcinolone acet inj NOS,,57,7,7,CHO
ROBERT L. DOBROW,SAN FRANCISCO,34,Triamcinolone acet inj NOS,,79,8,12,DOBROW
MARVIN Y. LO,DALY CITY,12,Triamcinolone acet inj NOS,,29,8,12,LO
CLAUDIA S. KUZIS,MOUNTAIN VIEW,35,Triamcinolone acet inj NOS,,108,9,16,KUZIS
DARREN DON,PALO ALTO,14,Triamcinolone acet inj NOS,,97,9,16,DON
JOHN A. AMBROSINO,CONCORD,33,Triamcinolone acet inj NOS,,59,9,16,AMBROSINO
LINDA OGELVIE,PALO ALTO,,Triamcinolone acet inj NOS,,120,9,16,OGELVIE
KEVIN MURRAY,SUNNYVALE,20,Triamcinolone acet inj NOS,,128,9,16,MURRAY
CHRISTIAN FOGLAR,SAN JOSE,25,Triamcinolone acet inj NOS,,152,9,16,FOGLAR
MICHAEL R. SATHY,MOUNTAIN VIEW,27,Triamcinolone acet inj NOS,,99,9,16,SATHY
JOSEPH M. CENTENO,VALLEJO,14,Triamcinolone acet inj NOS,,64,10,32,CENTENO
JAYE ANDAYA,MOUNTAIN VIEW,,Triamcinolone acet inj NOS,,108,10,32,ANDAYA
ANGELA S. WHITE,SAN FRANCISCO,,Triamcinolone acet inj NOS,,68,11,36,WHITE
TEODORO P. NISSEN,VALLEJO,14,Triamcinolone acet inj NOS,,78,11,36,NISSEN
COLIN EAKIN,PALO ALTO,23,Triamcinolone acet inj NOS,,1596,11,36,EAKIN
PHILIP J. O'KEEFE,SAN FRANCISCO,42,Triamcinolone acet inj NOS,,23,11,36,O'KEEFE
HO T. TAN,SAN FRANCISCO,51,Triamcinolone acet inj NOS,,1773,11,36,TAN
DARITH S. KHAY,SAN JOSE,18,Triamcinolone acet inj NOS,,21,11,36,KHAY
RUSSELL M. NORD,FREMONT,11,Triamcinolone acet inj NOS,,290,11,36,NORD
ELAINE DAVIS,MOUNTAIN VIEW,30,Triamcinolone acet inj NOS,,44,11,36,DAVIS
PAUL B. ROACHE,SAN FRANCISCO,25,Triamcinolone acet inj NOS,,40,11,36,ROACHE
ARTHUR BOBROVE,PALO ALTO,47,Triamcinolone acet inj NOS,,333,12,56,BOBROVE
DAVID F. SMOLINS,REDWOOD CITY,12,Triamcinolone acet inj NOS,,23,13,58,SMOLINS
ELLIOTT HANDWERKER,ORINDA,38,Triamcinolone acet inj NOS,,32,14,61,HANDWERKER
WILLIAM S. GREEN,SAN FRANCISCO,10,Triamcinolone acet inj NOS,,116,14,61,GREEN
JOAN HART,WALNUT CREEK,22,Triamcinolone acet inj NOS,,406,15,65,HART
DAVE ATKIN,SAN FRANCISCO,27,Triamcinolone acet inj NOS,,235,15,65,ATKIN
GORDON J. JURIANSZ,SANTA ROSA,11,Triamcinolone acet inj NOS,,46,16,69,JURIANSZ
GEORGE F. GUTIERREZ,SAN FRANCISCO,47,Triamcinolone acet inj NOS,,21,16,69,GUTIERREZ
WILLIAM B. JOYCE,MORGAN HILL,35,Triamcinolone acet inj NOS,,137,16,69,JOYCE
ERIC J. SMITH,BERKELEY,36,Triamcinolone acet inj NOS,,75,17,76,SMITH
HOWARD E. SCHWAT,SAN FRANCISCO,46,Triamcinolone acet inj NOS,,100,18,78,SCHWAT
JONATHAN B. ELLMAN,BERKELEY,42,Triamcinolone acet inj NOS,,243,19,81,ELLMAN
JEFFREY L. HALBRECHT,SAN FRANCISCO,30,Triamcinolone acet inj NOS,,61,20,83,HALBRECHT
WILLIAM C. LONGTON,WALNUT CREEK,25,Triamcinolone acet inj NOS,,459,20,83,LONGTON
KENNETH G. VENOS,PLEASANTON,37,Triamcinolone acet inj NOS,,365,20,83,VENOS
DANIEL P. BIRKBECK,NAPA,24,Triamcinolone acet inj NOS,,1103,20,83,BIRKBECK
DAVID W. WU,WALNUT CREEK,16,Triamcinolone acet inj NOS,,390,20,83,WU
MICHAEL Y. CHANG,WALNUT CREEK,12,Triamcinolone acet inj NOS,,750,20,83,CHANG
MORTEZA M. FARR,SAN JOSE,18,Triamcinolone acet inj NOS,,1653,21,96,FARR
KENNETH H. AKIZUKI,SAN FRANCISCO,21,Triamcinolone acet inj NOS,,320,30,98,AKIZUKI
JEFFERY GREGORI,SAN CARLOS,16,Trim nail(s),,24,4,1,GREGORI
JAMES M. GREER,BRENTWOOD,16,Trim nail(s),,42,9,11,GREER
CHRISTOPHER J. FENESY,MOUNTAIN VIEW,35,Trim nail(s),,140,10,21,FENESY
CHRISTINE S. KHOURY,SAN FRANCISCO,16,Trim nail(s),,218,11,31,KHOURY
ANTHONY POGGIO,ALAMEDA,30,Trim nail(s),,70,15,41,POGGIO
HOAN VAN,SAN JOSE,10,Trim nail(s),,4488,16,51,VAN
RACHEL WOOD,MILPITAS,34,Trim nail(s),,668,18,61,WOOD
KAM Y. WONG,OAKLAND,30,Trim nail(s),,225,18,61,WONG
DENNIS R. ZAMZOW,SANTA CLARA,38,Trim nail(s),,1085,19,81,ZAMZOW
MARIO W. RIZZO,SAN FRANCISCO,36,Trim nail(s),,152,22,91,RIZZO
MARC GUILLET,PALO ALTO,23,Ultrasound therapy,,32,6,1,GUILLET
SUSAN A. CUPPLES,EL CERRITO,25,Ultrasound therapy,,26,6,1,CUPPLES
ANN C. GROVE,VALLEJO,51,Ultrasound therapy,,17,6,1,GROVE
GRETCHEN THOMPSON,CASTRO VALLEY,,Ultrasound therapy,,34,6,1,THOMPSON
NANCY L. SCHAEZLEIN-ZIPSE,FAIRFIELD,16,Ultrasound therapy,,25,7,8,SCHAEZLEIN-ZIPSE
ANDREW CUNHA,FREMONT,3,Ultrasound therapy,,30,8,9,CUNHA
HITEN Y. DAVE,PLEASANTON,29,Ultrasound therapy,,39,8,9,DAVE
ANNA GOGGIANO,MENLO PARK,4,Ultrasound therapy,,98,8,9,GOGGIANO
SHIVANI MEHTA,BENICIA,14,Ultrasound therapy,,55,8,9,MEHTA
WENDY LEVINE,PALO ALTO,48,Ultrasound therapy,,56,8,9,LEVINE
MARY ANN NAHMENS,SAN MATEO,35,Ultrasound therapy,,74,8,9,NAHMENS
RODNEY SILVEIRA,FREMONT,32,Ultrasound therapy,,77,9,20,SILVEIRA
IMEE HARSUVANAKIT,MILL VALLEY,7,Ultrasound therapy,,64,10,22,HARSUVANAKIT
DIANE M. KERN,BERKELEY,14,Ultrasound therapy,,26,10,22,KERN
JOSHUA T. MARIAN,SANTA ROSA,,Ultrasound therapy,,29,10,22,MARIAN
LESLIE MERKEN,WALNUT CREEK,22,Ultrasound therapy,,61,10,22,MERKEN
RAJ PAL,BERKELEY,49,Ultrasound therapy,,165,10,22,PAL
BETH MICKELSON,LARKSPUR,,Ultrasound therapy,,39,11,30,MICKELSON
MATTHEW C. STAUFFER,FREMONT,8,Ultrasound therapy,,190,11,30,STAUFFER
MICHAEL J. KOURY,CASTRO VALLEY,32,Ultrasound therapy,,97,11,30,KOURY
TRACEY L. AIRTH-EDBLOM,PETALUMA,26,Ultrasound therapy,,62,11,30,AIRTH-EDBLOM
GEORGE N. LENDARIS,NAPA,39,Ultrasound therapy,,1436,11,30,LENDARIS
KIMBERLY M. GLADFELTER,LOS ALTOS,20,Ultrasound therapy,,125,11,30,GLADFELTER
PATRICK E. DESROSIERS,SAN RAMON,7,Ultrasound therapy,,71,11,30,DESROSIERS
ANGELIKA VOSS-QUINN,LIVERMORE,36,Ultrasound therapy,,102,11,30,VOSS-QUINN
IRINA NOSOVA,SAN FRANCISCO,,Ultrasound therapy,,59,12,44,NOSOVA
ROBERT L. BAKER,EMERYVILLE,30,Ultrasound therapy,,40,12,44,BAKER
STEPHEN D. MUTTO,BURLINGAME,34,Ultrasound therapy,,258,12,44,MUTTO
ANAHITA DRENNON,LOS GATOS,13,Ultrasound therapy,,710,12,44,DRENNON
OLIVER J. MOK,SAN FRANCISCO,14,Ultrasound therapy,,131,12,44,MOK
MARIE C. MORALES,BURLINGAME,13,Ultrasound therapy,,167,12,44,MORALES
MADHURA B. NADKARNI,HAYWARD,,Ultrasound therapy,,523,13,55,NADKARNI
TINA AVELAR,FOSTER CITY,11,Ultrasound therapy,,87,13,55,AVELAR
MARILEE A. SQUIRES,SAN RAMON,4,Ultrasound therapy,,175,13,55,SQUIRES
KAREN A. SHANEYFELT,SAN FRANCISCO,33,Ultrasound therapy,,258,13,55,SHANEYFELT
LESLIE DONOHUE,SAN FRANCISCO,,Ultrasound therapy,,87,13,55,DONOHUE
JEFFREY F. HARBAND,TIBURON,22,Ultrasound therapy,,407,13,55,HARBAND
BARBARA R. FONG,PLEASANTON,35,Ultrasound therapy,,101,13,55,FONG
SUZANNE S. PATENAUDE,MORGAN HILL,51,Ultrasound therapy,,171,13,55,PATENAUDE
KATHRYN E. REITMAN,MENLO PARK,,Ultrasound therapy,,68,13,55,REITMAN
OLE C. BORGESEN,NOVATO,24,Ultrasound therapy,,43,14,71,BORGESEN
RICHARD A. JOHNS,SOUTH SAN FRANCISCO,,Ultrasound therapy,,453,14,71,JOHNS
TIMOTHY J. HORNAK,SAN JOSE,34,Ultrasound therapy,,828,14,71,HORNAK
GLENN E. SCHULZ,GILROY,35,Ultrasound therapy,,434,14,71,SCHULZ
PRATIK K. SHAH,FREMONT,12,Ultrasound therapy,,327,15,78,SHAH
THEODORE A. GLATTKE,OAKLAND,,Ultrasound therapy,,98,16,79,GLATTKE
TED I. ELLQUIST,SANTA ROSA,24,Ultrasound therapy,,379,16,79,ELLQUIST
PATRICK K. KAM,SANTA ROSA,16,Ultrasound therapy,,429,16,79,KAM
KELLY K. DEALA,SAN JOSE,4,Ultrasound therapy,,121,16,79,DEALA
KATHRYN DRAGO,FREMONT,4,Ultrasound therapy,,94,17,86,DRAGO
KEN BARIEL,SANTA ROSA,38,Ultrasound therapy,,290,17,86,BARIEL
DEBORAH A. VANDERBILT-ANDERSON,SAN RAMON,18,Ultrasound therapy,,252,17,86,VANDERBILT-ANDERSON
EMILY SCHULZ,SAN JOSE,8,Ultrasound therapy,,411,18,92,SCHULZ
DOROTHY CHUNG YEUNG,SAN FRANCISCO,43,Ultrasound therapy,,248,19,93,YEUNG
MARTIN D. SCHNEIDER,ANTIOCH,32,Ultrasound therapy,,628,20,95,SCHNEIDER
ROBERT D. MORGAN,MILL VALLEY,39,Ultrasound therapy,,707,20,95,MORGAN
RANDY D. COUCH,ANTIOCH,,Ultrasound therapy,,396,20,95,COUCH
JOHN W. COPELAND,ANTIOCH,51,Urinalysis nonauto w/o scope,,62,-3,1,COPELAND
IVAN Y. LEE,HAYWARD,22,Urinalysis nonauto w/o scope,,28,2,2,LEE
MANIKA V. KAUSHAL,SAN JOSE,13,Urinalysis nonauto w/o scope,,14,2,2,KAUSHAL
THOMAS O. STODGEL,SAN MATEO,27,Urinalysis nonauto w/o scope,,18,3,6,STODGEL
SUSAN J. SPENCER,SAN MATEO,27,Urinalysis nonauto w/o scope,,16,3,6,SPENCER
STEVEN M. KAPLAN,CLAYTON,27,Urinalysis nonauto w/o scope,,15,4,10,KAPLAN
AILEEN WHELAN,BURLINGAME,25,Urinalysis nonauto w/o scope,,18,4,10,WHELAN
STACEY F. BARRIE,FREMONT,19,Urinalysis nonauto w/o scope,,13,4,10,BARRIE
FANNIE HUANG,MOUNTAIN VIEW,37,Urinalysis nonauto w/o scope,,12,6,15,HUANG
GREGG S. SORENSEN,BAY POINT,,Urinalysis nonauto w/o scope,417,113,6,15,SORENSEN
TAKI N. ANAGNOSTON,GILROY,,Urinalysis nonauto w/o scope,,13,6,15,ANAGNOSTON
YI YI S. GU,OAKLAND,11,Urinalysis nonauto w/o scope,,13,6,15,GU
LISA N. GERVIN,MOUNTAIN VIEW,19,Urinalysis nonauto w/o scope,,12,7,22,GERVIN
QUANJING LIU,SUNNYVALE,12,Urinalysis nonauto w/o scope,,14,7,22,LIU
MICHAEL SMITH,ALBANY,46,Urinalysis nonauto w/o scope,,35,7,22,SMITH
TAMI MILLER,PALO ALTO,19,Urinalysis nonauto w/o scope,,16,7,22,MILLER
ANDAL KADAMBI,DUBLIN,14,Urinalysis nonauto w/o scope,,17,8,30,KADAMBI
SUSANNE GOEB,DANVILLE,,Urinalysis nonauto w/o scope,,44,8,30,GOEB
DEREK JOHNSON,BRENTWOOD,13,Urinalysis nonauto w/o scope,,16,8,30,JOHNSON
JOHN A. NUNES,PLEASANTON,,Urinalysis nonauto w/o scope,,14,9,35,NUNES
EDWARD DEWEES,CAMPBELL,51,Urinalysis nonauto w/o scope,,43,9,35,DEWEES
MALA AHLUWALIA,MOUNTAIN VIEW,19,Urinalysis nonauto w/o scope,,30,9,35,AHLUWALIA
EVELYN KHOO,BURLINGAME,17,Urinalysis nonauto w/o scope,,23,9,35,KHOO
GRACE S. CHOU,PINOLE,18,Urinalysis nonauto w/o scope,,17,9,35,CHOU
JEFFREY M. WOLDRICH,HAYWARD,8,Urinalysis nonauto w/o scope,,34,9,35,WOLDRICH
JOAN SAXTON,SAN FRANCISCO,40,Urinalysis nonauto w/o scope,,18,9,35,SAXTON
KE H. TUAN,SAN FRANCISCO,22,Urinalysis nonauto w/o scope,,36,10,48,TUAN
CHARLES W. CLARY,NAPA,8,Urinalysis nonauto w/o scope,,16,10,48,CLARY
DALE A. CAPULONG,SAN JOSE,47,Urinalysis nonauto w/o scope,,37,10,48,CAPULONG
NICOLA B. HANCHOCK,BERKELEY,33,Urinalysis nonauto w/o scope,,19,10,48,HANCHOCK
KIMBERLY HICKS,OAKLAND,16,Urinalysis nonauto w/o scope,,54,10,48,HICKS
JACQUELINE R. SKVARIL,SANTA ROSA,26,Urinalysis nonauto w/o scope,,15,10,48,SKVARIL
NAUREEN A. SHAIKH,SAUSALITO,,Urinalysis nonauto w/o scope,,18,11,59,SHAIKH
ROBERT W. DARTER,SAINT HELENA,,Urinalysis nonauto w/o scope,,20,11,59,DARTER
